date,oecd_diffusion_return
1976-04-30,-0.010995400314573911
1976-05-31,-0.01436441453404158
1976-06-30,0.04092631724527229
1976-07-31,-0.008055200879589886
1976-08-31,0.002490317487588767
1976-09-30,0.004244667108750821
1976-10-31,0.0039108177797637644
1976-11-30,0.0035894217193661593
1976-12-31,0.0038013240117862335
1977-01-31,0.003855074961225613
1977-02-28,0.0035233270983221487
1977-03-31,0.004209244158227099
1977-04-30,0.0036057644321447757
1977-05-31,0.004138291495868751
1977-06-30,0.004388530758625997
1977-07-31,0.003917170359176714
1977-08-31,0.00502353778973097
1977-09-30,-0.004475125311055206
1977-10-31,-0.043406220805888185
1977-11-30,0.026965622611166307
1977-12-31,0.0028471647986194615
1978-01-31,-0.06151418052559732
1978-02-28,-0.024761894503895432
1978-03-31,0.0249310448773008
1978-04-30,0.08541646479972176
1978-05-31,0.004234183878568443
1978-06-30,-0.017585346791844536
1978-07-31,0.05390978322711981
1978-08-31,0.025923724696466977
1978-09-30,-0.0072611094331713755
1978-10-31,-0.09157401312473101
1978-11-30,0.016639778818819062
1978-12-31,0.014889162698495495
1979-01-31,0.03974612080496498
1979-02-28,-0.036525583055460276
1979-03-31,0.05515161638883992
1979-04-30,0.0016734501867134988
1979-05-31,-0.02633648043351955
1979-06-30,0.038655649578866136
1979-07-31,0.005712443258411026
1979-08-31,0.008725491420968678
1979-09-30,0.007766923470216902
1979-10-31,0.010265425724469646
1979-11-30,0.008928813851354134
1979-12-31,0.009595446845883204
1980-01-31,0.010527134109766578
1980-02-29,0.009737881523071312
1980-03-31,0.012744160784595726
1980-04-30,0.011060584911970484
1980-05-31,0.0071719894285451335
1980-06-30,0.005911812373167846
1980-07-31,0.007056992713861954
1980-08-31,0.007635955530203686
1980-09-30,0.008594499246644904
1980-10-31,0.010194107429162713
1980-11-30,0.00930157959892175
1980-12-31,-0.03580650157740406
1981-01-31,-0.04574242565077158
1981-02-28,0.008594314764243327
1981-03-31,0.01172743484368266
1981-04-30,0.011472523819419544
1981-05-31,0.013019919809478697
1981-06-30,0.012942365827006475
1981-07-31,0.013129993068890844
1981-08-31,0.013001646442870607
1981-09-30,0.012325732229298225
1981-10-31,0.01134696981772354
1981-11-30,0.007783615293065038
1981-12-31,0.009511560879833514
1982-01-31,0.009788473869313696
1982-02-28,0.009673268072166064
1982-03-31,0.011635289047558395
1982-04-30,0.010639644704351525
1982-05-31,0.00963749174907802
1982-06-30,0.01093964800582814
1982-07-31,0.00950024297091101
1982-08-31,0.007604827931798397
1982-09-30,0.0066211813403704856
1982-10-31,0.006137263855876096
1982-11-30,0.006099297567306428
1982-12-31,0.013200899644024267
1983-01-31,0.033134269641161174
1983-02-28,0.018995144176650935
1983-03-31,0.033094753721945036
1983-04-30,0.07498682961860914
1983-05-31,-0.01240645488658021
1983-06-30,0.032329577065906
1983-07-31,-0.030303041335899783
1983-08-31,0.011318875280048157
1983-09-30,0.01015823290593243
1983-10-31,-0.01517434913783744
1983-11-30,0.017425807346665767
1983-12-31,-0.008834142275374712
1984-01-31,-0.009215964840669777
1984-02-29,-0.038859347415754364
1984-03-31,0.006324678230501313
1984-04-30,0.007721832044332633
1984-05-31,0.008620587467111474
1984-06-30,0.00825569479143562
1984-07-31,0.008463286159028138
1984-08-31,0.00959654855719827
1984-09-30,0.007854071414650443
1984-10-31,0.008534569147690574
1984-11-30,0.0065104689436055185
1984-12-31,0.00641390241674733
1985-01-31,0.006483424410148153
1985-02-28,0.006611522436866801
1985-03-31,0.0051070166761517655
1985-04-30,0.00664314628807694
1985-05-31,0.006550151030629614
1985-06-30,0.005533539646511265
1985-07-31,0.006201615072222166
1985-08-31,0.006247521351615104
1985-09-30,0.005366371324282193
1985-10-31,0.006270674678038324
1985-11-30,0.06293146342569167
1985-12-31,0.04506109063095809
1986-01-31,0.0023665278440401227
1986-02-28,0.07148927885973966
1986-03-31,0.003209203777173153
1986-04-30,0.005300664915008024
1986-05-31,0.04812882818112696
1986-06-30,0.014109521521153745
1986-07-31,-0.05868283142882347
1986-08-31,0.002606836049390937
1986-09-30,0.004350256124635576
1986-10-31,0.05261986869473434
1986-11-30,0.02147719315076846
1986-12-31,-0.028288271475909954
1987-01-31,0.1317668936887011
1987-02-28,0.03692362131701121
1987-03-31,0.026389865157840697
1987-04-30,-0.01145021157249082
1987-05-31,0.006034196283619897
1987-06-30,0.04791449018971905
1987-07-31,0.04822369625693845
1987-08-31,0.034958840152000015
1987-09-30,-0.024166165905701198
1987-10-31,0.0031133139922687736
1987-11-30,0.004302394189014347
1987-12-31,0.005047436412167761
1988-01-31,0.00439244633101965
1988-02-29,0.004502059740417508
1988-03-31,-0.03527657548616536
1988-04-30,0.009424743272317793
1988-05-31,0.003176126477985264
1988-06-30,0.043256012280601164
1988-07-31,-0.005411374721492002
1988-08-31,-0.03860010449258666
1988-09-30,0.03972933268934287
1988-10-31,0.02596446421061782
1988-11-30,-0.018890880706210922
1988-12-31,0.014687573381001906
1989-01-31,0.07111479156412925
1989-02-28,0.004438475788144158
1989-03-31,0.007724365518982035
1989-04-30,0.006885115145390808
1989-05-31,0.007388228902222016
1989-06-30,0.007140491408969218
1989-07-31,0.0062749763576332995
1989-08-31,0.007234836457912008
1989-09-30,0.006169196178415826
1989-10-31,0.006385606434799795
1989-11-30,0.00642593037790995
1989-12-31,0.006069812417270448
1990-01-31,0.00638840120270201
1990-02-28,0.005852671997688574
1990-03-31,0.00691797709997255
1990-04-30,-0.0288333663400292
1990-05-31,0.004768211472049089
1990-06-30,0.006457471935308323
1990-07-31,0.006369237832797303
1990-08-31,0.006818965176655478
1990-09-30,0.005560625563686861
1990-10-31,0.006274666757570158
1990-11-30,0.005619708405978585
1990-12-31,0.005362420368982379
1991-01-31,0.005198539502398347
1991-02-28,0.0044912731362596325
1991-03-31,0.004696955048428153
1991-04-30,-0.0016808402362255004
1991-05-31,0.03860497249360706
1991-06-30,-0.04789262897479818
1991-07-31,0.044859342957765946
1991-08-31,0.019648784624321625
1991-09-30,-0.01914373584308615
1991-10-31,0.011834236654519659
1991-11-30,-0.0439037086263071
1991-12-31,0.0013935336261288178
1992-01-31,0.0031754265366374934
1992-02-29,0.002902395381863654
1992-03-31,-0.023788198401077376
1992-04-30,0.027892713957560655
1992-05-31,0.0009639568254424802
1992-06-30,0.0011905373832914457
1992-07-31,0.0028045407093002517
1992-08-31,0.002609188723075251
1992-09-30,0.002427404448284376
1992-10-31,0.0023892217952066197
1992-11-30,0.002361367287714078
1992-12-31,0.002812100606259804
1993-01-31,0.005031895916222773
1993-02-28,0.010483627595407885
1993-03-31,0.018697299051888328
1993-04-30,-0.02541681016015651
1993-05-31,0.022717462787745113
1993-06-30,0.0007552285391647651
1993-07-31,-0.00532704570835929
1993-08-31,0.03443195614588701
1993-09-30,-0.009987930164805037
1993-10-31,0.019392922751884756
1993-11-30,-0.012910626083629584
1993-12-31,0.010091174724184304
1994-01-31,0.03250074551997817
1994-02-28,-0.03004499728667842
1994-03-31,-0.04574651060635093
1994-04-30,0.011530643100964078
1994-05-31,0.012397144202814792
1994-06-30,-0.026790823628320304
1994-07-31,0.03148990725890011
1994-08-31,0.03759869964992646
1994-09-30,-0.02687753484147437
1994-10-31,0.020833815622011143
1994-11-30,-0.039504611878886986
1994-12-31,0.01229911733174327
1995-01-31,0.0027512378161720363
1995-02-28,0.004351404111851309
1995-03-31,0.005234089391467522
1995-04-30,0.004265340019255381
1995-05-31,0.0049517443047766285
1995-06-30,0.004783904613750112
1995-07-31,0.004306403363840916
1995-08-31,0.004931434784231303
1995-09-30,0.004191656411290046
1995-10-31,0.0044012614456345744
1995-11-30,0.004469405238728852
1995-12-31,0.0040876772041673615
1996-01-31,0.004170561791525085
1996-02-29,0.0038359402570615764
1996-03-31,0.004141080475289494
1996-04-30,0.011404559170156148
1996-05-31,0.02285340599170338
1996-06-30,0.002256709972268567
1996-07-31,0.0024942948382669083
1996-08-31,0.0044124402986844835
1996-09-30,0.004047443300326803
1996-10-31,0.024048800418072114
1996-11-30,0.07337615178140577
1996-12-31,-0.021505414489507824
1997-01-31,0.061317039054128664
1997-02-28,0.0059275902346540565
1997-03-31,-0.04261401064074877
1997-04-30,0.05840557906734123
1997-05-31,0.05857688480332546
1997-06-30,0.04345261479527607
1997-07-31,0.078145809437425
1997-08-31,-0.057465631708528364
1997-09-30,0.053153590615567126
1997-10-31,-0.03447769737522033
1997-11-30,0.0016624970259664362
1997-12-31,0.004505293961737822
1998-01-31,0.004001634067119397
1998-02-28,0.0038379121563902885
1998-03-31,0.00439052323905198
1998-04-30,0.0041235514172413
1998-05-31,0.00396857282676133
1998-06-30,0.004342705608574748
1998-07-31,0.004333142397738188
1998-08-31,0.0040876975488739475
1998-09-30,0.0038411349577873732
1998-10-31,0.003300811573824891
1998-11-30,0.003329047757101744
1998-12-31,0.05426253651078694
1999-01-31,0.04100944085374825
1999-02-28,-0.032282562377591084
1999-03-31,0.038794215408917365
1999-04-30,0.03794402759627746
1999-05-31,-0.024970480796175698
1999-06-30,0.054438331114325056
1999-07-31,-0.03204609239109202
1999-08-31,-0.006254091687234564
1999-09-30,-0.02855179244802475
1999-10-31,0.06253954145238438
1999-11-30,0.01906185896922019
1999-12-31,0.057843894739922685
2000-01-31,-0.050903548791900066
2000-02-29,-0.02010808325635649
2000-03-31,0.09671982835364834
2000-04-30,-0.030795755780191003
2000-05-31,-0.021915050603417696
2000-06-30,0.002959746598245383
2000-07-31,0.0047316335326574865
2000-08-31,0.005562761882709433
2000-09-30,0.0047587393299870495
2000-10-31,0.005328982886408706
2000-11-30,0.005142710761653735
2000-12-31,0.004561838937275908
2001-01-31,0.004287299360989705
2001-02-28,0.0036778203736895776
2001-03-31,0.0038602682732593596
2001-04-30,0.003067157765005435
2001-05-31,0.0031519539636608584
2001-06-30,0.0028944580913459195
2001-07-31,0.0029179356302495574
2001-08-31,0.0030620148160984684
2001-09-30,0.0015813221685250234
2001-10-31,0.0019673248047029634
2001-11-30,0.0015519393133454074
2001-12-31,0.005558686420749526
2002-01-31,-0.015573832456979964
2002-02-28,-0.02076621103972731
2002-03-31,0.03673889286207421
2002-04-30,-0.06141762591921884
2002-05-31,-0.009081481352177345
2002-06-30,-0.07245535380817969
2002-07-31,-0.0005396833539430546
2002-08-31,0.0014045120461723126
2002-09-30,0.0012864997626482744
2002-10-31,0.0014334420369137568
2002-11-30,0.000974895535361453
2002-12-31,0.0009849457975479314
2003-01-31,0.000968184184575005
2003-02-28,0.0008732578248671352
2003-03-31,0.0009364093354253811
2003-04-30,0.0009383952316051047
2003-05-31,0.0008844198687383287
2003-06-30,0.009299570247498057
2003-07-31,0.016223701958536285
2003-08-31,0.017873203593487874
2003-09-30,-0.011944364585525835
2003-10-31,0.05496148663571754
2003-11-30,0.007128504071373332
2003-12-31,0.05076554077889228
2004-01-31,0.01727638695075484
2004-02-29,0.012208973737610984
2004-03-31,-0.01635891961786684
2004-04-30,-0.016790751960348405
2004-05-31,0.012083450097353454
2004-06-30,0.017988998771432785
2004-07-31,-0.03429051952002671
2004-08-31,0.0022873503233691306
2004-09-30,0.009363875526838816
2004-10-31,-0.0005493623914665235
2004-11-30,0.036517746423377906
2004-12-31,0.03245821284320494
2005-01-31,-0.025290467442294462
2005-02-28,-0.00010034687812165988
2005-03-31,0.002382108788776316
2005-04-30,0.002308366850268806
2005-05-31,0.00235251228391542
2005-06-30,0.0025892657782955464
2005-07-31,0.0025452942925858757
2005-08-31,0.003133615284292457
2005-09-30,0.004935126268100554
2005-10-31,-0.017740779932313377
2005-11-30,0.03518609651909288
2005-12-31,-0.0009523493171965658
2006-01-31,0.025466771341108085
2006-02-28,0.0004531577283557464
2006-03-31,0.01109581040888985
2006-04-30,0.012155652917843929
2006-05-31,-0.030916916538203165
2006-06-30,8.659650459597046e-05
2006-07-31,0.00508587880345357
2006-08-31,0.02127419311502665
2006-09-30,0.024566297967782535
2006-10-31,0.03150800358539563
2006-11-30,0.016466656343095742
2006-12-31,0.012615782814670462
2007-01-31,0.01405904302317773
2007-02-28,-0.021846175991943828
2007-03-31,0.009979982939206433
2007-04-30,0.04329069042676048
2007-05-31,0.0325492287073621
2007-06-30,-0.017816322547885455
2007-07-31,-0.03198187836198829
2007-08-31,0.012863572018857239
2007-09-30,0.0009118793307480999
2007-10-31,0.003544088332549933
2007-11-30,0.0027106347875411885
2007-12-31,0.00235520992585303
2008-01-31,0.002275474380947662
2008-02-29,0.0016697751103580405
2008-03-31,0.0009738616316627979
2008-04-30,0.0011093169201543684
2008-05-31,0.0014404709624551426
2008-06-30,0.0015278961181317552
2008-07-31,0.0014033195439773216
2008-08-31,0.0014219936647672515
2008-09-30,0.0008837001869277383
2008-10-31,0.0005578856042560698
2008-11-30,0.00012560240995163063
2008-12-31,1.626995366121875e-05
2009-01-31,9.087690959463934e-05
2009-02-28,0.00021291829200564827
2009-03-31,0.00017382392136289226
2009-04-30,0.00012203087748696717
2009-05-31,0.05097528349239622
2009-06-30,0.00019582726560951613
2009-07-31,0.07414172714778444
2009-08-31,0.033560188868544394
2009-09-30,0.03572334572311986
2009-10-31,-0.019762000526814205
2009-11-30,0.057364061453727855
2009-12-31,0.017770570919338313
2010-01-31,-0.03697424569226182
2010-02-28,0.028513689046546498
2010-03-31,0.05879642554549758
2010-04-30,0.014759230482012775
2010-05-31,-0.08197584207319075
2010-06-30,-0.053882442239838624
2010-07-31,-0.0018768268903990304
2010-08-31,0.0001265949497297747
2010-09-30,0.0001176653215178014
2010-10-31,0.03478228204746947
2010-11-30,-0.002290249746576767
2010-12-31,0.06530004034715531
2011-01-31,0.022645574359138942
2011-02-28,0.031956563728093634
2011-03-31,-0.0010473129391666003
2011-04-30,-0.001961782242861032
2011-05-31,2.4405042607034133e-05
2011-06-30,2.4405043364206236e-05
2011-07-31,2.2420863992067552e-05
2011-08-31,1.4087391801531624e-05
2011-09-30,6.547639097354008e-06
2011-10-31,9.920680954289551e-06
2011-11-30,6.150811269201029e-06
2011-12-31,5.357156202645541e-06
2012-01-31,2.12303690789728e-05
2012-02-29,6.587507428457151e-05
2012-03-31,6.428768560962084e-05
2012-04-30,-0.009482457467751448
2012-05-31,-0.0019297020024890976
2012-06-30,6.68672077357435e-05
2012-07-31,7.242313188715599e-05
2012-08-31,8.373351017620934e-05
2012-09-30,7.321682467753554e-05
2012-10-31,8.05586446366302e-05
2012-11-30,7.238344790327922e-05
2012-12-31,4.587400807420927e-05
2013-01-31,0.04832724027393476
2013-02-28,0.011060648765041314
2013-03-31,0.0359877239828732
2013-04-30,0.018085767779889794
2013-05-31,0.02076281168305738
2013-06-30,-0.014999301595580938
2013-07-31,0.04946207991308493
2013-08-31,-0.031298019479344075
2013-09-30,0.029749523259194888
2013-10-31,0.044595752761944496
2013-11-30,0.02804947136732805
2013-12-31,0.023562791975446196
2014-01-31,-0.03558290595581193
2014-02-28,-0.0019696635350057168
2014-03-31,3.551647364763433e-05
2014-04-30,1.750014471113559e-05
2014-05-31,0.018988219513133453
2014-06-30,0.01905833174947058
2014-07-31,-0.001985188308675556
2014-08-31,0.03557998498866577
2014-09-30,-0.015513837249453988
2014-10-31,0.023201460667202856
2014-11-30,0.024533588646315385
2014-12-31,-0.004188587515996933
2015-01-31,-0.0310408058384104
2015-02-28,0.054892510890623525
2015-03-31,-0.01739610711421946
2015-04-30,0.008520819822535275
2015-05-31,0.010491382304590013
2015-06-30,-0.001993940696889629
2015-07-31,1.89684206663987e-05
2015-08-31,4.5953375051643874e-05
2015-09-30,1.646837903268583e-05
2015-10-31,1.1388946099533115e-05
2015-11-30,8.484466478608788e-05
2015-12-31,0.00017997576050854391
2016-01-31,0.0001803725186417804
2016-02-29,0.00023431178339095027
2016-03-31,0.00024276619519181253
2016-04-30,0.00018164268921050386
2016-05-31,0.00021311682545399613
2016-06-30,-0.0010909006023562817
2016-07-31,0.035609800753315435
2016-08-31,-0.0012192428990192017
2016-09-30,-0.00123445113931675
2016-10-31,-0.019425678909034683
2016-11-30,0.03417452182929526
2016-12-31,0.01820076244186586
2017-01-31,0.01788435819838252
2017-02-28,0.037198160066815866
2017-03-31,-0.0003891971352694146
2017-04-30,0.009091208748855273
2017-05-31,0.011576251246327995
2017-06-30,0.004813775207812565
2017-07-31,0.019348826001101882
2017-08-31,0.000546433019853465
2017-09-30,0.019302978562167672
2017-10-31,0.02218813506615147
2017-11-30,0.028082627806563787
2017-12-31,0.009831630594270946
2018-01-31,0.05617870412552772
2018-02-28,-0.03894737187936814
2018-03-31,-0.0006020664423557198
2018-04-30,0.00144663048573479
2018-05-31,0.0016122313250963582
2018-06-30,0.0015701410302819685
2018-07-31,0.0016153682402610947
2018-08-31,0.0018438859993183954
2018-09-30,0.001594576179313023
2018-10-31,0.002038095049560651
2018-11-30,0.001928196773019808
2018-12-31,0.0017678278604533748
2019-01-31,0.0019664819428228952
2019-02-28,0.001791478754341158
2019-03-31,0.0019923639864019016
2019-04-30,0.0019746718760813575
2019-05-31,0.0020427030770220345
2019-06-30,0.0017121447737928897
2019-07-31,0.0018208264620416248
2019-08-31,0.0016894957086845963
2019-09-30,0.0014895448914413745
2019-10-31,0.001489830322958019
2019-11-30,0.0012126821028493051
2019-12-31,0.0012655636423872796
2020-01-31,-0.003624836633410733
2020-02-29,-0.000869634316286394
2020-03-31,-0.12686904384411057
2020-04-30,-0.0019099385420828785
2020-05-31,8.81782940456155e-05
2020-06-30,0.00012671401080388556
2020-07-31,0.0529911188374832
2020-08-31,0.07006466690171753
2020-09-30,-0.03922797017842261
2020-10-31,-0.027665786221379718
2020-11-30,0.10754563544385931
2020-12-31,0.03712145909357023
2021-01-31,-0.01113666075544506
2021-02-28,0.026091451377448394
2021-03-31,0.042438632533165155
2021-04-30,0.052425321347558285
2021-05-31,0.00548648867060697
2021-06-30,0.02221400956583497
2021-07-31,0.02274805482838871
2021-08-31,0.028990416255438856
2021-09-30,-0.04756916880190076
2021-10-31,0.06914383640060695
2021-11-30,-0.001964950604227522
2021-12-31,4.059602282446839e-05
2022-01-31,0.00010385430406323337
2022-02-28,0.00022204709853657079
2022-03-31,0.0003801880462790397
2022-04-30,0.0005794450121345829
2022-05-31,0.0007813618646912435
2022-06-30,0.0012027113253083588
2022-07-31,0.0017208881057990677
2022-08-31,0.0023599209509819197
2022-09-30,0.002565390320904637
2022-10-31,0.003043289103269453
2022-11-30,0.0034313083239132514
2022-12-31,0.0035131654629310116
2023-01-31,0.0035833468484320896
2023-02-28,0.003495178279190103
